authors,average_rating,language_code,# num_pages,ratings_count,text_reviews_count
J.R.R. Tolkien-Alan  Lee,4.26,eng,289.0,535.0,53.0
J.E.A. Tyler-Kevin Reilly,4.11,en-US,531.0,828.0,10.0
Rumiko Takahashi,4.14,eng,182.0,850.0,29.0
Rumiko Takahashi,4.1,eng,208.0,741.0,11.0
Rumiko Takahashi,4.08,eng,182.0,772.0,12.0
Rumiko Takahashi,4.13,eng,184.0,1358.0,32.0
Rumiko Takahashi,4.07,eng,208.0,88.0,3.0
Lisa Carey,3.76,en-US,288.0,1805.0,229.0
Rumiko Takahashi,4.35,en-US,208.0,251.0,11.0
Rumiko Takahashi,4.28,eng,240.0,240.0,6.0
Rumiko Takahashi,4.25,eng,323.0,243.0,3.0
Rumiko Takahashi,4.21,en-US,208.0,293.0,5.0
Rumiko Takahashi,4.18,en-US,208.0,284.0,4.0
Rumiko Takahashi,4.27,eng,232.0,244.0,4.0
Rumiko Takahashi,4.19,en-US,232.0,266.0,4.0
Rumiko Takahashi,3.9,eng,192.0,65.0,1.0
Hayao Miyazaki-David Lewis-Toren Smith-Kaori Inoue-Joe Yamazaki-Walden Wong-Izumi Evers,4.59,eng,134.0,1854.0,34.0
Hayao Miyazaki-Matt Thorn-Kaori Inoue-Joe Yamazaki-Walden Wong-Izumi Evers,4.62,eng,159.0,1688.0,30.0
Hayao Miyazaki-Matt Thorn-Kaori Inoue-Joe Yamazaki-Walden Wong-Izumi Evers,4.61,eng,151.0,1814.0,25.0
Hayao Miyazaki-Matt Thorn-Kaori Inoue-Joe Yamazaki-Walden Wong-Izumi Evers,4.61,eng,223.0,1637.0,72.0
Hayao Miyazaki,4.61,fre,152.0,55.0,3.0
Hayao Miyazaki,4.52,fre,132.0,37.0,3.0
Hayao Miyazaki,4.59,fre,144.0,26.0,2.0
Hayao Miyazaki,4.61,fre,223.0,24.0,4.0
Hayao Miyazaki,4.62,fre,160.0,23.0,2.0
Hayao Miyazaki,4.56,fre,144.0,29.0,3.0
Hayao Miyazaki,4.45,fre,132.0,43.0,4.0
Nausicaa Marbe,3.57,nl,223.0,2.0,533.6321277526615
Robert Graves,3.83,en-US,283.0,397.0,31.0
William L. Shirer-Gordon A. Craig,4.29,eng,627.0,3494.0,191.0
William L. Shirer-John Keegan-Inga Shirer Dean,4.22,en-US,478.0,147.0,4.0
William L. Shirer,4.23,eng,654.0,817.0,37.0
William L. Shirer,4.05,eng,342.4027271401487,1.0,533.6321277526615
Betty MacDonald,3.93,eng,288.0,6223.0,575.0
Elaine Barbieri-Constance O'Banyon-Evelyn Rogers-Bobbi Smith,4.0,eng,394.0,16.0,1.0
Anton Chekhov-Ann Dunnigan-Rosamund Bartlett-Robert Brustein,4.18,eng,406.0,94.0,15.0
Anton Chekhov-Laurence Senelick,4.01,eng,674.0,95.0,10.0
Anton Chekhov-Ralph E. Matlaw,4.35,eng,384.0,2633.0,106.0
Anton Chekhov-David Plante-Constance Garnett,4.32,en-US,400.0,6805.0,163.0
Roald Dahl-F. Marion Crawford-L.P. Hartley-Richard Barham Middleton-Rosemary Timperley-J. Sheridan Le Fanu-Mary Treadgold-Edith Wharton-Jonas Lie-Robert Aickman-Cynthia Asquith-E.F. Benson-A.M. Burrage,3.69,eng,249.0,2403.0,214.0
David G. Hartwell-Robert Aickman-Charlotte Perkins Gilman-William Faulkner-Robert Smythe Hichens-Richard Matheson-Joanna Russ-Dennis Etchison-D.H. Lawrence-Tanith Lee-Flannery O'Connor-Ramsey Campbell-Thomas M. Disch-Henry James-Theodore Sturgeon-Clive Barker-Edgar Allan Poe-Stephen King-Michael  Bishop-H.P. Lovecraft-J. Sheridan Le Fanu,3.98,eng,498.0,48.0,6.0
David G. Hartwell-Fritz Leiber-Fitz-James O'Brien-Shirley Jackson-Ambrose Bierce-Edith Wharton-Algernon Blackwood-Thomas M. Disch-Robert Aickman-Philip K. Dick-Gene Wolfe-Charles Dickens-Stephen King-Joyce Carol Oates-Walter de la Mare-Ivan Turgenev-Robert W. Chambers-Oliver Onions,4.21,eng,608.0,33.0,5.0
David G. Hartwell,4.11,eng,304.0,2.0,533.6321277526615
G. Richard Shell,3.94,en-US,320.0,4406.0,80.0
G. Richard Shell,3.94,eng,304.0,36.0,1.0
Thomas  Harris,4.48,eng,534.0,283.0,8.0
Thomas  Harris,4.48,eng,708.0,19.0,2.0
Yvonne Tasker,4.27,eng,96.0,496.0,14.0
Ruth Heller,4.07,en-US,48.0,109.0,23.0
Laura Buller-DK Publishing,3.91,eng,80.0,50.0,19.0
Robert R. McCammon,4.13,en-US,726.0,132.0,25.0
Robert R. McCammon,3.9,eng,442.0,73.0,11.0
Robert R. McCammon,3.9,eng,401.0,58.0,14.0
Tom D. Crouch,4.17,eng,608.0,136.0,26.0
Peter Straub,3.95,eng,512.0,21.0,2.0
Paul Glovinsky-Art Spielman,3.89,en-US,272.0,47.0,13.0
Michael L. Perlis-Carla Jungquist-Michael T. Smith,4.1,eng,182.0,2.0,1.0
Peter  Van Houten-Rich McCord,3.6,eng,175.0,8.0,1.0
Douglas Clegg,3.63,eng,324.0,376.0,34.0
Douglas Clegg,3.36,en-GB,340.0,931.0,97.0
Douglas Clegg,3.42,eng,370.0,222.0,22.0
Douglas Clegg,3.74,en-US,360.0,400.0,32.0
Douglas Clegg,3.49,eng,359.0,368.0,26.0
Douglas Clegg,3.78,eng,118.0,95.0,10.0
Douglas Clegg,3.75,eng,370.0,1003.0,75.0
Douglas Clegg,3.36,eng,360.0,554.0,66.0
Douglas Clegg,3.68,eng,98.0,21.0,6.0
Douglas Clegg,3.42,eng,423.0,5.0,533.6321277526615
Mary S. Lovell,3.97,eng,611.0,7875.0,575.0
Javier Cercas-Anne McLean,3.79,eng,213.0,398.0,65.0
Javier Cercas,3.94,spa,312.0,281.0,27.0
Albert Speer,4.12,eng,463.0,6.0,2.0
Gabriel García Márquez,3.84,spa,336.0,1261.0,68.0
Gabriel García Márquez,3.98,spa,579.0,1053.0,88.0
Gabriel García Márquez,3.61,spa,160.0,9.0,1.0
Gabriel García Márquez,3.73,spa,192.0,3093.0,111.0
Gabriel García Márquez-Edith Grossman,3.68,eng,248.0,11460.0,373.0
Gabriel García Márquez,3.89,spa,160.0,19.0,1.0
Gabriel García Márquez-Gregory Rabassa,3.85,eng,255.0,11872.0,470.0
Gabriel García Márquez,3.59,spa,112.0,55.0,6.0
Gabriel García Márquez,4.06,spa,512.0,51.0,6.0
Gabriel García Márquez,3.9,spa,430.0,48.0,1.0
Gabriel García Márquez,3.76,spa,172.0,1988.0,112.0
Gabriel García Márquez-Remy Gorga Filho,3.76,por,134.0,40.0,1.0
William Blake,4.24,eng,48.0,6894.0,226.0
Edgar Allan Poe,4.5,eng,5.0,262.0,56.0
Edgar Allan Poe-Vincent Price-Chandler Brossard,4.02,eng,288.0,395.0,35.0
Edgar Allan Poe,4.32,en-US,128.0,191.0,11.0
Dawn B. Sova,4.33,eng,320.0,8.0,533.6321277526615
Jack Kerouac-Ann Charters,4.12,eng,656.0,775.0,20.0
William S. Burroughs,3.6,eng,193.0,2911.0,119.0
William S. Burroughs,3.68,eng,192.0,2480.0,66.0
William S. Burroughs-James Grauerholz,3.98,eng,273.0,479.0,19.0
William S. Burroughs-Daniel Odier,4.05,eng,224.0,922.0,26.0
William S. Burroughs-Victor Bockris,4.05,eng,286.0,325.0,11.0
William S. Burroughs,3.39,eng,184.0,5095.0,187.0
William S. Burroughs,3.62,eng,160.0,8784.0,258.0
William S. Burroughs-Barry Miles-James Grauerholz,3.44,eng,304.0,69.0,7.0
William S. Burroughs,3.77,en-GB,332.0,3784.0,192.0
V. Vale-Andrea Juno-William S. Burroughs-Throbbing Gristle-Brion Gysin,4.25,eng,140.0,1262.0,17.0
William S. Burroughs-Sylvère Lotringer,4.35,eng,675.0,125.0,5.0
William S. Burroughs,3.7,eng,193.0,1038.0,46.0
Ted Morgan-William S. Burroughs,4.13,eng,672.0,1677.0,45.0
Irvine Welsh,4.09,en-US,340.0,518.0,43.0
Murray Smith,4.0,eng,96.0,68.0,5.0
Irvine Welsh,3.82,eng,556.0,10933.0,197.0
Irvine Welsh,3.86,eng,288.0,8369.0,252.0
Irvine Welsh,3.53,eng,76.0,219.0,5.0
Irvine Welsh-Alain Defossé,3.58,fre,358.0,12.0,2.0
Irvine Welsh,3.82,spa,528.0,34.0,1.0
Nora Ephron,3.7,eng,163.0,313.0,23.0
Nora Ephron,4.24,eng,98.0,3089.0,66.0
Joaquin Miller-Alan Rosenus-Malcolm Margolin,4.32,eng,456.0,19.0,6.0
Terry C. Johnston,4.17,eng,448.0,102.0,6.0
Marshall McLuhan,4.12,spa,446.0,6.0,1.0
Javier Cercas,3.79,spa,209.0,3896.0,206.0
Phil Town,3.97,eng,320.0,1203.0,77.0
Gabrielle Ann Euvino-Lindsay Mack,4.04,eng,163.0,44.0,533.6321277526615
Gordon Korman,3.78,eng,148.0,1404.0,55.0
Gordon Korman,3.72,eng,141.0,1820.0,136.0
Wendy Mitchell-June Kim,3.75,eng,160.0,16.0,2.0
Gordon Korman,4.11,eng,160.0,2006.0,80.0
Gordon Korman,3.99,eng,144.0,3232.0,251.0
Gordon Korman,4.13,eng,160.0,2464.0,148.0
Gordon Korman,4.05,eng,154.0,4511.0,362.0
Gordon Korman,4.04,eng,233.0,768.0,46.0
Gordon Korman,4.04,eng,208.0,901.0,14.0
Gordon Korman,4.01,eng,208.0,1141.0,42.0
Gordon Korman,3.85,eng,137.0,11.0,2.0
Gordon Korman,3.71,eng,180.0,11.0,1.0
Gordon Korman,3.55,eng,192.0,509.0,45.0
Gordon Korman,3.9,eng,151.0,2.0,533.6321277526615
Gordon Korman,3.85,eng,96.0,3456.0,221.0
Ian Fleming,3.73,eng,188.0,54.0,7.0
T.A. Barron-David Elliot,4.22,eng,377.0,2514.0,51.0
Carolyn Brown,4.2,eng,192.0,19.0,1.0
Margot Theis Raven-Jeannie Brett,4.0,eng,40.0,26.0,3.0
Ron Roy-John Steven Gurney,4.18,en-US,114.0,926.0,37.0
Bruce Coville-Dennis Nolan,3.97,eng,40.0,175.0,17.0
William Shakespeare-Barbara A. Mowat-Paul Werstine,3.74,eng,281.0,292.0,14.0
E.L. Konigsburg,3.79,eng,128.0,52.0,11.0
M.C. Beaton,3.79,eng,176.0,3403.0,209.0
William Shakespeare-Robert     Smith-Jonathan Morris,3.8,eng,196.0,1540.0,35.0
Paul Davies,3.82,eng,148.0,65.0,8.0
Megan McDonald-Peter H. Reynolds,4.15,eng,157.0,3349.0,113.0
Megan McDonald-Peter H. Reynolds,4.08,en-US,151.0,4436.0,145.0
Megan McDonald-Peter H. Reynolds,3.95,spa,160.0,21.0,533.6321277526615
Megan McDonald-Peter H. Reynolds,4.08,eng,160.0,3774.0,130.0
Megan McDonald-Peter H. Reynolds,4.03,en-US,144.0,8080.0,292.0
Megan McDonald-Peter H. Reynolds,4.03,eng,160.0,5883.0,248.0
Megan McDonald,4.15,eng,128.0,320.0,7.0
Leif Enger,3.99,en-US,368.0,190.0,28.0
Marissa Moss,4.0,eng,40.0,5200.0,157.0
Marissa Moss,4.01,en-US,80.0,616.0,29.0
Marissa Moss,4.0,en-US,32.0,3.0,533.6321277526615
E.B. White-Garth Williams-Rosemary Wells,4.16,en-US,224.0,226.0,18.0
E.B. White-Garth Williams-Kate DiCamillo,4.16,en-US,192.0,204.0,19.0
Jennifer Frantz-E.B. White-Aleksey Ivanov-Olga Ivanov,4.1,eng,32.0,57.0,7.0
Jed Carleton-Shawn Carman-Seth Mason-Robert    Lee-Travis Heerman-Aaron Medwin-Matthew S. Armstrong-D.J. Trindle-Cris Dornaus-Eric Steiger,3.68,eng,96.0,44.0,533.6321277526615
Stephen Desberg-Enrico Marini,3.9,fre,48.0,154.0,5.0
M.A. Harvey-Garry Walton,3.4,eng,125.0,4.0,533.6321277526615
John Grisham,3.97,eng,401.0,154.0,6.0
Phyllis Reynolds Naylor,4.02,eng,144.0,1511.0,112.0
Phyllis Reynolds Naylor,4.13,eng,10.0,358.0,23.0
Francine Pascal-Jamie Suzanne,3.49,eng,104.0,3.0,1.0
Francine Pascal-Jamie Suzanne,3.49,eng,104.0,18.0,2.0
Lewis Carroll-John Tenniel-Tan Lin,4.07,eng,286.0,2684.0,264.0
Lewis Carroll-Helen Oxenbury,4.01,eng,208.0,65.0,5.0
Lewis Carroll-Hugh Haughton-John Tenniel,4.07,eng,357.0,3291.0,212.0
Lewis Carroll-Helen Oxenbury,4.01,eng,207.0,224.0,26.0
Sun Tzu-Roger T. Ames,3.97,eng,336.0,814.0,55.0
Donald E. Westlake,3.89,eng,160.0,12.0,533.6321277526615
Anne Stuart,3.71,eng,377.0,8152.0,614.0
Stan Jones,3.77,eng,284.0,611.0,111.0
Andrei Codrescu-Laura Rosenthal,3.83,en-US,417.0,18.0,1.0
Friedrich Nietzsche,4.06,eng,128.0,905.0,40.0
William Manchester-Barrett Whitener,3.85,en-US,10.0,36.0,4.0
James Lincoln Collier-Christopher Collier,3.6,eng,192.0,253.0,51.0
David Almond,3.55,eng,128.0,34.0,3.0
Victor Hugo-Charles E. Wilbour-James K. Robinson,4.29,eng,400.0,4565.0,340.0
Monica Kulling-Victor Hugo,4.27,eng,112.0,536.0,49.0
Kate DiCamillo,4.03,eng,185.0,194.0,29.0
Kate DiCamillo,4.03,eng,182.0,228.0,35.0
Avi,3.68,en-US,234.0,2497.0,251.0
Elizabeth Stuart Phelps-Carol Phillips,3.55,eng,250.0,168.0,14.0
Avi,3.96,eng,163.0,6589.0,472.0
Avi-Brian Floca,3.99,eng,256.0,1086.0,70.0
Avi,3.78,eng,176.0,3540.0,374.0
Anne Mazer-Monica Gesue,3.96,eng,128.0,1063.0,19.0
Anne Mazer-Monica Gesue,3.96,eng,144.0,969.0,26.0
Anne Mazer-Monica Gesue-Joyce White,3.87,en-US,144.0,589.0,11.0
Anne Mazer,4.04,eng,144.0,457.0,17.0
Anne Mazer-Bill Brown,3.95,en-US,112.0,116.0,5.0
Anne Mazer-Bill Brown,3.9,eng,112.0,221.0,36.0
Anne Mazer-Mazer Anne,3.93,eng,118.0,29.0,2.0
Anne Mazer,3.96,eng,97.0,23.0,533.6321277526615
Gail Carson Levine,3.98,en-GB,274.0,500.0,73.0
Gail Carson Levine,3.98,eng,232.0,133.0,7.0
Peter David-George Pérez,3.26,en-US,128.0,66.0,9.0
Aristotle-Joe Sachs,3.93,eng,240.0,220.0,26.0
Harold Bloom-Harper Lee,4.4,eng,98.0,4152.0,16.0
Nicholas Wright-Philip Pullman,4.04,eng,236.0,36.0,3.0
Nicholas Wright-Philip Pullman,4.04,eng,192.0,16.0,1.0
Sylvia Cassedy,3.75,eng,242.0,160.0,20.0
Billy Collins,4.17,en-US,101.0,5327.0,426.0
Billy Collins,4.17,eng,144.0,4048.0,239.0
Billy Collins,4.25,eng,95.0,194.0,12.0
Billy Collins,4.2,eng,61.0,530.0,41.0
David Poyer,4.08,en-US,543.0,337.0,7.0
Tamara Thorne,3.79,eng,288.0,175.0,16.0
Alvin Schwartz-Stephen Gammell,4.21,eng,128.0,23.0,6.0
Alvin Schwartz-Stephen Gammell,4.21,eng,113.0,105.0,9.0
Tamora Pierce-Trini Alvarado,4.28,eng,12.0,71.0,19.0
Kazuko Tadano-Tadashi Ozawa,4.14,eng,132.0,65.0,3.0
Masakazu Katsura,3.74,en-US,208.0,129.0,533.6321277526615
Orson Scott Card,3.54,eng,351.0,9143.0,125.0
Michael R. Phillips,4.32,eng,429.0,190.0,15.0
Barbara Ehrenreich,3.48,en-US,248.0,3926.0,471.0
Barbara Ehrenreich-Deirdre English,3.97,en-US,410.0,2056.0,118.0
Barbara Ehrenreich,3.9,eng,292.0,321.0,22.0
Marcus Tullius Cicero-Miriam T. Griffin-E.M. Atkins,3.95,eng,241.0,1281.0,20.0
Marcus Tullius Cicero-Walter Miller,3.95,eng,448.0,104.0,11.0
Lisa See,3.64,en-GB,364.0,12.0,4.0
Lisa See,3.69,en-GB,431.0,2274.0,203.0
Lisa Jackson,3.92,eng,510.0,2797.0,134.0
Chuck Klosterman,3.8,en-US,288.0,12200.0,521.0
Jon M. Gibson-Chuck Klosterman,4.09,en-US,156.0,117.0,12.0
Peter Handke-Ralph Manheim-Jeffrey Eugenides,3.82,eng,76.0,959.0,102.0
Anne Macdonald,4.0,eng,512.0,433.0,59.0
Jill Staynes-Margaret Storey,3.59,eng,296.0,6.0,533.6321277526615
William S. Burroughs,3.92,eng,306.0,1781.0,79.0
Tom Hodgkinson,3.82,en-US,289.0,98.0,15.0
D.B. Wyndham-Lewis-Charles  Lee-Billy Collins-Max Beerbohm,3.72,eng,264.0,71.0,9.0
Patrick O'Brian,4.35,eng,281.0,5149.0,141.0
Dean King,3.92,eng,427.0,5.0,1.0
Patrick O'Brian-Richard Snow,3.98,eng,144.0,2182.0,121.0
Patrick O'Brian,4.36,eng,304.0,5838.0,131.0
Patrick O'Brian,4.38,eng,262.0,2191.0,88.0
Terry Gilliam-Ian Christie,4.1,eng,294.0,255.0,13.0
Michael Palin-Terry Gilliam-Graham Chapman,4.08,eng,359.0,17.0,1.0
Terry Gilliam-Charles McKeown,3.48,eng,238.0,10.0,533.6321277526615
Graham Chapman-John Cleese-Terry Gilliam-Eric Idle-Terry Jones-Michael Palin,4.44,eng,384.0,1191.0,18.0
Graham Chapman-John Cleese-Terry Gilliam-Eric Idle-Terry Jones-Michael Palin-Bob McCabe,4.08,eng,368.0,73.0,11.0
Graham Chapman-Eric Idle-Terry Gilliam-John Cleese-Terry Jones-Michael Palin-Roger Wilmut,4.38,eng,352.0,3129.0,38.0
Herbert Asbury-Jorge Luis Borges,3.59,eng,384.0,2742.0,203.0
Herbert Asbury,3.59,eng,384.0,143.0,11.0
Herbert Asbury,3.65,eng,364.0,97.0,3.0
Mark Twain-Scott McKowen,3.91,eng,224.0,1481.0,102.0
Teresa Edgerton,4.0,eng,208.0,160.0,4.0
Ernest Hemingway-Stacy Keach,3.78,eng,5.0,76.0,6.0
Western Sonoma County Historical Society,4.4,eng,128.0,4.0,1.0
Library Company of Philadelphia,4.44,eng,128.0,9.0,1.0
Charles Baudelaire-Louise Varèse,4.3,eng,118.0,7549.0,171.0
Walter Benjamin-Michael W. Jennings-Rodney Livingstone-Edmund F.N. Jephcott-Harry Zohn-Howard Eiland,4.3,eng,307.0,262.0,3.0
Charles Baudelaire-Wallace Fowlie,4.34,fre,304.0,556.0,23.0
Charles Baudelaire-Andrew Brown-Margaret Drabble,3.95,eng,88.0,742.0,17.0
Charles Baudelaire-Christopher Isherwood-W.H. Auden,3.73,eng,128.0,210.0,26.0
Charles Baudelaire-Jonathon Mayne,3.97,eng,310.0,609.0,12.0
Voltaire-Larousse,3.76,fre,240.0,214.0,15.0
Voltaire-Mona Mulhair,3.76,fre,286.0,3.0,1.0
Epictetus-Nicholas P. White,4.22,eng,35.0,650.0,52.0
Epictetus-Sharon Lebell,4.22,eng,96.0,148.0,11.0
Epictetus-William A. Oldfather,4.35,eng,576.0,107.0,6.0
Mollie Hunter-Lisa Falkenstern,3.82,eng,163.0,444.0,48.0
Nigel Tranter,3.92,eng,192.0,97.0,2.0
Walter Scott,3.7,eng,537.0,4.0,533.6321277526615
Walter Scott-George Grant,3.7,eng,288.0,12.0,1.0
Sigrid Undset,4.28,eng,424.0,11.0,3.0
Sigrid Undset-Charles Archer,4.16,eng,412.0,10.0,533.6321277526615
Roger Lancelyn Green-Alan Langford,4.02,eng,262.0,385.0,28.0
Ingri d'Aulaire-Edgar Parin d'Aulaire-Michael Chabon,4.38,eng,154.0,3314.0,256.0
Kevin Crossley-Holland,4.2,en-GB,276.0,116.0,9.0
Snorri Sturluson-Jesse L. Byock,4.16,eng,180.0,8182.0,296.0
Galina Krasskova-Swain Wódening,3.83,eng,224.0,434.0,28.0
Barbara Leonie Picard-Rosamund Fowler,4.07,en-GB,160.0,40.0,4.0
Robert Ludlum,3.83,eng,505.0,5810.0,142.0
Rosalind Miles,3.65,eng,360.0,2218.0,149.0
Tristan Taormino,4.11,eng,180.0,367.0,26.0
Dr. Seuss,4.35,eng,48.0,926.0,72.0
Emily Jenkins-Paul O. Zelinsky,3.93,eng,116.0,3861.0,495.0
Andrew Delbanco,4.03,eng,448.0,259.0,35.0
Herman Melville-Stanley Appelbaum,3.8,eng,112.0,2107.0,125.0
Jane Leslie Conly-Leonard B. Lubin,3.76,eng,288.0,3231.0,91.0
Jane Leslie Conly-Leonard B. Lubin,3.52,eng,272.0,631.0,26.0
Robert C. O'Brien,4.14,eng,268.0,612.0,60.0
Robert C. O'Brien-Barbara Caruso,4.14,eng,8.0,58.0,22.0
Sue Monk Kidd,3.96,eng,256.0,5319.0,587.0
T. Coraghessan Boyle,3.42,en-US,340.0,3993.0,487.0
T. Coraghessan Boyle-Richard Poe,3.85,eng,497.0,10071.0,871.0
T. Coraghessan Boyle,3.82,eng,304.0,1165.0,94.0
T. Coraghessan Boyle-James R. Kincaid,4.17,eng,437.0,3128.0,209.0
T. Coraghessan Boyle,3.64,en-US,384.0,2047.0,110.0
T. Coraghessan Boyle,3.64,eng,466.0,2221.0,165.0
T. Coraghessan Boyle,3.96,eng,240.0,591.0,42.0
T. Coraghessan Boyle,4.01,eng,480.0,3180.0,212.0
T. Coraghessan Boyle,3.93,eng,224.0,34.0,3.0
T. Coraghessan Boyle,3.93,eng,240.0,1021.0,68.0
T. Coraghessan Boyle,3.94,eng,240.0,1049.0,50.0
T. Coraghessan Boyle,3.85,eng,326.0,1702.0,129.0
Scott Westerfeld,3.58,eng,256.0,10282.0,817.0
Scott Westerfeld,3.53,eng,290.0,434.0,55.0
Philip Pullman-Diana Bryan,3.5,eng,256.0,1640.0,115.0
Lloyd Alexander,3.92,eng,184.0,4049.0,167.0
Lloyd Alexander,3.93,eng,98.0,3563.0,150.0
Michael O. Tunnell-Lloyd Alexander,4.21,eng,281.0,82.0,4.0
Lloyd Alexander,4.24,eng,752.0,88.0,7.0
Lloyd Alexander,3.88,eng,150.0,564.0,11.0
Don DeLillo-Michel Courtois-Fourcy,3.99,fre,656.0,7.0,1.0
Silas House,4.17,eng,304.0,3049.0,347.0
Bill Watterson,4.33,spa,48.0,3.0,533.6321277526615
Bill Watterson,4.64,en-GB,256.0,250.0,13.0
Bill Watterson,4.63,eng,208.0,298.0,12.0
Richard Paul Russo,3.74,eng,370.0,2066.0,191.0
Ray Bradbury,4.14,eng,275.0,137.0,19.0
Ray Bradbury,4.14,eng,186.0,80.0,6.0
Douglas Coupland-Tina Hohl,3.88,ger,464.0,4.0,533.6321277526615
John Barth,4.03,eng,442.0,1897.0,110.0
John Barth,3.73,en-US,308.0,1727.0,79.0
Harry Crews,3.78,eng,288.0,776.0,35.0
Harry Crews,3.96,fre,208.0,529.0,24.0
Hermann Hesse,3.85,ger,136.0,3059.0,103.0
Hermann Hesse,4.2,fre,251.0,210.0,18.0
Hermann Hesse-Hilda Rosner,3.7,eng,128.0,208.0,12.0
Hermann Hesse,3.79,ger,96.0,3.0,533.6321277526615
Hermann Hesse-Stanley Appelbaum,4.12,mul,256.0,27.0,3.0
S.M. Stirling,4.06,eng,364.0,3155.0,28.0
Anne McCaffrey-Todd McCaffrey,3.92,en-US,320.0,7951.0,182.0
Anne McCaffrey,3.91,en-GB,347.0,7289.0,59.0
Anne McCaffrey,3.94,eng,367.0,3700.0,65.0
Anne McCaffrey-Dick Hill,4.1,en-US,8.0,116.0,19.0
William Sleator,3.85,eng,176.0,3283.0,431.0
William Sleator,3.88,eng,144.0,257.0,42.0
William Sleator,3.5,en-US,252.0,561.0,88.0
William Sleator,3.84,eng,208.0,802.0,82.0
William Sleator,3.68,eng,154.0,476.0,40.0
William Sleator,3.71,eng,176.0,226.0,7.0
William Sleator,3.63,en-US,224.0,347.0,29.0
William Sleator,3.68,eng,161.0,1649.0,250.0
William Sleator,3.66,eng,96.0,527.0,82.0
William Sleator-Blair Lent,3.48,eng,48.0,117.0,22.0
William Sleator-Lawrence Di Fiori,3.6,eng,46.0,5.0,1.0
William Sleator-Steven Kellogg,3.71,eng,55.0,7.0,533.6321277526615
William Sleator-Hannelore Placzek,3.85,ger,188.0,120.0,5.0
William Sleator,3.65,eng,160.0,84.0,5.0
William Sleator,3.88,eng,200.0,2067.0,189.0
Russell Hoban-Patrick Benson,3.79,eng,48.0,100.0,20.0
Russell Hoban-Lillian Hoban,4.22,eng,32.0,2152.0,70.0
Russell Hoban,4.0,en-GB,240.0,247.0,11.0
Russell Hoban-Quentin Blake,4.27,eng,32.0,296.0,40.0
Russell Hoban-David Small,3.97,eng,244.0,1780.0,168.0
E.L. Doctorow,3.83,eng,304.0,3074.0,220.0
E.L. Doctorow,3.41,eng,272.0,2315.0,233.0
E.L. Doctorow,3.8,eng,363.0,8041.0,812.0
E.L. Doctorow,4.29,eng,658.0,17.0,3.0
E.L. Doctorow,3.88,eng,270.0,57.0,533.6321277526615
Jonathan Franzen,3.39,eng,195.0,4660.0,527.0
John Kennedy Toole,3.89,eng,397.0,531.0,48.0
John Kennedy Toole-Walker Percy,3.89,eng,338.0,1409.0,160.0
John Kennedy Toole,3.89,spa,462.0,68.0,5.0
Gregory Maguire-Elaine Clayton,3.52,eng,224.0,110.0,11.0
Victoria Alexander,3.8,eng,359.0,2169.0,85.0
Errol Flynn-Jeffrey Meyers,4.01,eng,438.0,1535.0,110.0
Roald Dahl,4.14,eng,215.0,59.0,7.0
Roald Dahl,4.14,eng,224.0,245.0,24.0
Roald Dahl,4.14,eng,215.0,14.0,1.0
Roald Dahl,4.14,eng,240.0,231.0,23.0
Roald Dahl-Jill Bennett,4.08,eng,196.0,7.0,3.0
Roald Dahl,4.08,eng,208.0,19.0,1.0
Roald Dahl-Quentin Blake,4.08,eng,256.0,108.0,9.0
Roald Dahl,4.08,fre,281.0,7.0,533.6321277526615
Michael Hanlon,3.59,eng,208.0,161.0,16.0
Søren Kierkegaard-Edna Hatlestad Hong-Howard Vincent Hong,4.18,eng,524.0,1737.0,43.0
Søren Kierkegaard-Edna Hatlestad Hong-Howard Vincent Hong,4.22,eng,420.0,4559.0,91.0
Søren Kierkegaard-Victor Eremita-Alastair Hannay,4.17,eng,640.0,6148.0,122.0
Søren Kierkegaard-Edna Hatlestad Hong-Howard Vincent Hong-David F. Swenson-Lillian Marvin Swenson,4.25,eng,702.0,1073.0,35.0
Neil Gaiman-George Guidall,4.11,eng,21.0,8.0,2.0
Connie Willis,3.66,eng,99.0,1398.0,176.0
Connie Willis,3.9,eng,336.0,1641.0,194.0
Connie Willis,3.52,eng,245.0,3490.0,296.0
Connie Willis,3.5,eng,149.0,1206.0,118.0
Connie Willis,3.87,eng,288.0,3402.0,204.0
Roland Barthes-Annette Lavers-Colin Smith-Susan Sontag,3.88,eng,96.0,19.0,533.6321277526615
Anthony Grafton,3.58,eng,296.0,70.0,4.0
Girolamo Cardano-Jean Stoner-Anthony Grafton,3.79,en-GB,320.0,63.0,8.0
Simon Winchester,3.78,eng,419.0,5242.0,482.0
Simon Winchester,3.82,eng,352.0,10159.0,517.0
Simon Winchester,3.92,eng,416.0,1359.0,94.0
Simon Winchester,3.79,eng,400.0,1146.0,101.0
Thomas Cahill,3.81,en-GB,256.0,88.0,13.0
Darina Allen-Regina Sexton,4.18,eng,288.0,188.0,7.0
James Graham Leyburn,3.97,eng,377.0,198.0,25.0
Ashley Shannon,4.13,eng,128.0,28.0,2.0
Juliette Aristides,4.11,eng,160.0,3553.0,23.0
Juliette De Bairacli Levy-Heather  Wood,4.42,eng,223.0,106.0,7.0
Juliette De Bairacli Levy,4.29,eng,368.0,100.0,7.0
Juliette Benzoni-Francisco Rodriguez de Lecea,4.18,spa,448.0,203.0,5.0
